,LGA (POW),Train,Bus,Ferry,Tram/light rail,Taxi/ride-share service,"Car, as driver","Car, as passenger",Truck,Motorbike/scooter,Bicycle,Other Mode,Walked only,Worked at home,Did not go to work,Not stated,Not applicable,Total
80,Nambucca Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,Narrabri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,Narrandera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,Narromine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,North Sydney,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,Northern Beaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,Oberon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Orange,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,Parkes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,Parramatta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,Penrith,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,Port Macquarie-Hastings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,Port Stephens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Queanbeyan-Palerang Regional,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,Randwick,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,Richmond Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,Ryde,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
98,Shellharbour,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Shoalhaven,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,Singleton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,Snowy Monaro Regional,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,Snowy Valleys,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,Strathfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,Sutherland Shire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,Sydney,0,0,0,0,0,0,0,0,0,0,0,0,19,5,0,0,21
106,Tamworth Regional,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,Temora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,Tenterfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,The Hills Shire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,Tweed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,Upper Hunter Shire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,Upper Lachlan Shire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,Uralla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,Wagga Wagga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,Walcha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,Walgett,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,Warren,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,Warrumbungle Shire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,Waverley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,Weddin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,Wentworth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,Willoughby,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6
123,Wingecarribee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,Wollondilly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,Wollongong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,Woollahra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,Yass Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,Unincorporated NSW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,No Fixed Address (NSW),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,Migratory - Offshore - Shipping (NSW),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,Alpine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,Ararat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,Ballarat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Banyule,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,Bass Coast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,Baw Baw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,Bayside (Vic.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,Benalla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,Boroondara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
140,Brimbank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,Buloke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,Campaspe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,Cardinia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,Casey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,Central Goldfields,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,Colac Otway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,Corangamite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Darebin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,East Gippsland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,Frankston,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,Gannawarra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,Glen Eira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Glenelg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,Golden Plains,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,Greater Bendigo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,Greater Dandenong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,Greater Geelong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,Greater Shepparton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,Hepburn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,Hindmarsh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,Hobsons Bay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,Horsham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,Hume,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,Indigo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,Kingston (Vic.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,Knox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,Latrobe (Vic.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,Loddon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,Macedon Ranges,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,Manningham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,Mansfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,Maribyrnong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,Maroondah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,19,8,0,0,32
175,Melton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,Mildura,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,Mitchell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,Moira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,Monash,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,Moonee Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,Moorabool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,Moreland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,Mornington Peninsula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,Mount Alexander,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,Moyne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,Murrindindi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,Nillumbik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,Northern Grampians,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,Port Phillip,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
190,Pyrenees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,Queenscliffe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,South Gippsland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,Southern Grampians,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,Stonnington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,Strathbogie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,Surf Coast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,Swan Hill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,Towong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,Wangaratta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,Warrnambool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,Wellington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,West Wimmera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,Whitehorse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,Whittlesea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,Wodonga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,Wyndham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,Yarra,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3
208,Yarra Ranges,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,Yarriambiack,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,Unincorporated Vic,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6
211,No Fixed Address (Vic.),0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3
212,Migratory - Offshore - Shipping (Vic.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,Aurukun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,Balonne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,Banana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,Barcaldine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,Barcoo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,Blackall Tambo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,Boulia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,Brisbane,0,0,0,0,0,0,3,0,0,0,0,0,12,0,0,0,15
221,Bulloo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,Bundaberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,Burdekin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,Burke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,Cairns,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5
226,Carpentaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,Cassowary Coast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,Central Highlands (Qld),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,Charters Towers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,Cherbourg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,Cloncurry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,Cook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,Croydon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,Diamantina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,Doomadgee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,Douglas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,Etheridge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,Flinders (Qld),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,Fraser Coast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,Gladstone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,Gold Coast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,Goondiwindi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,Gympie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,Hinchinbrook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,Hope Vale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,Ipswich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,Isaac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,Kowanyama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,Livingstone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,Lockhart River,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,Lockyer Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,Logan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,Longreach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,Mackay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,McKinlay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,Mapoon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,Maranoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,Mareeba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,Moreton Bay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,Mornington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,Mount Isa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,Murweh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,Napranum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,Noosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,North Burnett,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,Northern Peninsula Area,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,Palm Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,Paroo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,Pormpuraaw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,Quilpie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,Redland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,Richmond,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,Rockhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,Scenic Rim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,Somerset,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,South Burnett,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,Southern Downs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,Sunshine Coast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,Tablelands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,Toowoomba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,Torres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,Torres Strait Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,Townsville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,Weipa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
285,Western Downs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,Whitsunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,Winton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,Woorabinda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,Wujal Wujal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,Yarrabah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,No Fixed Address (Qld),0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6
292,Migratory - Offshore - Shipping (Qld),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,Adelaide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
294,Adelaide Hills,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,Adelaide Plains,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,Alexandrina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,Anangu Pitjantjatjara Yunkunytjatjara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,Barossa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,Barunga West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,Berri Barmera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,Burnside,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,Campbelltown (SA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,Ceduna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,Charles Sturt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,Clare and Gilbert Valleys,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,Cleve,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,Coober Pedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,Copper Coast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,Elliston,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,Flinders Ranges,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,Franklin Harbour,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,Gawler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,Goyder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,Grant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,Holdfast Bay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,Kangaroo Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,Karoonda East Murray,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,Kimba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,Kingston (SA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
